,S15_NK_CD56dim,S15_NK_CD56bright,S16_NK_CD56dim,S16_NK_CD56bright,S17_NK_CD56dim,S17_NK_CD56bright,S15_Th1,S15_Th2,S15_Th17,S16_Th1,S16_Th2,S16_Th17,S17_Th1,S17_Th2,S17_Th17
CTC.459F4.6,0,0,2,0,1,0,12,3,0,6,47,34,37,11,35
CTC.550B14.7,102,66,73,50,66,34,52,71,0,40,4,29,50,33,13
AC007204.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.2N1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARD6G.AS1,0,10,2,0,2,10,5,40,1,0,17,2,0,30,2
RP11.686D22.2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1
LINC01140,0,6,7,0,2,0,0,0,0,10,1,0,4,0,31
CTC.543D15.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2006C1.12,0,0,2,0,0,0,0,0,4,0,0,0,6,2,0
CTD.2562J15.6,10,15,45,54,13,28,116,107,178,100,126,144,138,64,145
CTD.2342J14.6,5,22,0,23,3,9,33,58,0,12,6,34,63,11,17
MAP3K14.AS1,60,155,39,166,28,229,318,406,0,445,412,421,575,455,393
RP11.879F14.2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
TBX2.AS1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,7
RP11.793H13.10,17,14,4,14,7,12,19,35,35,31,11,17,24,0,12
CTB.129P6.4,0,5,0,0,0,0,1,2,0,0,3,0,0,1,4
AC005306.3,0,0,0,0,1,0,1,2,0,1,1,4,5,0,0
RP11.397A16.1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP5.951N9.2,0,0,0,0,0,4,6,1,0,0,0,0,0,0,0
RP11.794M8.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11.567M16.1,2,18,0,0,0,11,21,0,0,0,53,8,3,0,0
RP13.890H12.2,31,2,23,8,10,4,0,7,0,31,9,23,34,22,14
CTD.2623N2.11,0,1,13,6,3,0,0,0,0,1,0,0,0,0,0
CTB.186G2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP11.703I16.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RP11.8H2.1,0,11,3,0,21,1,0,0,0,0,0,1,3,20,9
CTD.2319I12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEBPA.AS1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1
AC006116.19,0,0,0,1,5,7,0,0,0,0,0,0,5,1,0
CTB.66B24.1,2,6,0,4,0,5,1,1,0,0,4,0,0,0,0
RPL23AP77,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
RP11.178C3.2,28,0,13,12,16,1,9,11,0,0,30,11,2,0,12
CTD.2369P2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004637.1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
RP11.378J18.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004510.3,0,0,2,2,1,0,0,0,0,0,8,8,0,2,5
CTD.2630F21.1,52,2,26,26,20,29,26,72,565,42,9,58,78,21,33
OR4G1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.99A1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RP11.1094M14.7,32,99,56,108,26,109,26,78,0,23,10,59,12,25,22
KC6,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
AC104532.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.686D22.6,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
RP11.879F14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB.25B13.12,28,13,20,37,9,5,53,72,0,27,41,50,18,29,81
RP11.178C3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2528L19.3,3,1,1,2,0,2,0,1,0,1,1,1,0,0,0
AC005780.1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11.1094M14.11,926,615,414,276,500,506,586,737,26,695,957,500,1130,527,800
SNHG22,51,21,76,22,62,26,52,74,170,68,70,61,91,52,73
SLC25A1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.411B10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01415,0,0,0,1,0,0,0,0,768,0,0,0,1,0,0
CTD.2008L17.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002398.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOLA3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNSP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2534I21.8,5,0,0,21,10,0,0,0,0,0,0,0,0,0,1
CTB.60B18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4A2P1,0,13,25,109,82,111,13,0,0,22,0,23,36,38,0
LINC01478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KB.7G2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00906,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0
RP11.242D8.3,2,30,11,22,7,3,4,11,0,1,7,6,15,17,11
RP11.640A1.3,0,26,0,3,0,4,0,9,0,0,0,0,0,0,0
RP11.552F3.10,63,21,44,45,39,89,64,52,0,109,157,65,118,74,42
CTC.499B15.4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
CTB.39G8.3,37,18,57,23,66,22,31,31,0,20,8,35,155,33,49
CTD.2293H3.2,1,2,0,1,1,0,2,2,0,1,0,1,4,0,0
EIF5AP3,1,0,3,0,1,0,0,2,0,0,0,0,10,0,0
CTB.179K24.3,0,1,1,4,2,1,7,6,3,4,0,2,0,0,0
RP11.686D22.9,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SH3GL1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2162K18.3,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0
RP11.749H17.2,0,0,0,0,1,0,0,0,267,0,0,0,0,0,0
RPL9P29,1,0,1,12,0,0,17,15,1,6,63,7,28,0,11
RP11.411B10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.1094M14.12,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
CTC.454I21.3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0
LOC100421166,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CTD.3162L10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.47L3.1,624,357,454,196,416,257,315,666,1605,514,569,483,400,361,578
KCNJ2.AS1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
RP11.53B2.5,0,4,2,0,0,6,8,14,0,7,6,10,25,0,2
UPK3BL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.1094M14.8,304,68,187,117,98,50,282,413,0,293,149,303,342,188,160
CTD.2623N2.3,5,0,3,1,0,8,4,0,0,13,12,9,0,0,6
RP11.712C7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005330.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2231E14.5,0,0,0,0,0,0,1,4,0,2,8,1,0,5,3
RP11.244M2.1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
CTB.186G2.4,0,2,4,0,3,2,0,0,0,2,1,8,10,1,2
ATP5LP6,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0
CTC.400I9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.548K16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.325K19.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CTC.260E6.6,47,25,12,2,31,26,11,1,5,73,54,14,19,22,25
SMCO4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB.50L17.14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
CTD.2240E14.4,9,5,1,0,18,2,10,9,0,6,0,0,10,14,12
AF038458.5,0,0,0,0,0,0,0,0,0,9,15,5,0,9,0
CTC.459F4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.635N19.1,15,39,4,29,4,23,53,59,0,37,71,85,47,54,88
RP11.1151B14.3,0,0,0,0,0,0,3,1,4,0,2,0,0,0,0
CYP4F9P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.691H4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB.175E5.7,2,1,1,1,4,4,9,10,47,29,7,11,25,13,8
AC074212.6,2,0,1,1,6,9,1,0,0,8,0,2,0,0,2
RP11.845C23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.873E20.1,10,0,0,0,27,11,0,0,0,0,0,3,0,0,31
AC006130.4,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
RP11.456O19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.325K19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.396N11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCF4.AS2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RP11.49I11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.296K1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTD.2189E23.2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
CTD.2050I18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB.50L17.2,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0
RP11.567M16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.265F19.2,0,0,0,0,0,0,7,0,0,3,0,0,0,7,8
RP11.636O21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.456K23.1,40,17,10,0,7,1,0,0,36,0,0,0,2,0,0
CTC.503J8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2319I12.2,0,0,0,0,0,1,0,2,0,1,0,2,0,2,4
CTC.239J10.1,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0
TCEB1P29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.559E9.6,61,91,82,75,64,77,73,112,705,141,134,136,217,121,194
RP11.527L4.6,0,0,0,0,0,0,16,0,0,2,0,1,3,0,0
AC005498.3,19,20,2,8,0,12,19,32,0,6,12,3,7,0,3
CTD.2554C21.1,3,7,6,11,5,18,23,15,0,20,9,6,16,6,16
AC005616.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTD.2265O21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.128P17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.552F3.12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
RP11.289E15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006116.15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
RP11.635N19.2,23,0,0,0,2,0,0,0,0,4,0,0,0,2,0
DNAH17.AS1,0,0,0,0,6,0,0,1,5,0,0,0,17,0,0
CTD.2057D4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005786.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.454I21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002398.11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CTC.501O10.1,0,0,0,0,0,0,0,0,0,0,0,0,36,7,8
RP1.37N7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010641.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMUG1P1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CTB.39G8.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC010649.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.264B14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1AB1P,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
RP11.1018N14.5,0,0,0,0,0,0,3,53,0,0,0,26,0,0,3
AC004791.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF582.AS1,182,215,64,47,56,172,304,114,0,99,84,53,114,85,104
RP11.78A19.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RP11.49I11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5.837J1.4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1
CTC.425F1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006116.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.120M18.5,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0
RP11.866E20.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UBE2V2P2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0
AC011525.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.13K12.5,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0
APOC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005944.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF571.AS1,121,98,200,196,138,107,34,226,242,53,0,61,65,51,16
RP11.1058G23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440461,10,0,29,5,10,2,73,60,0,15,17,20,45,29,36
CTC.548K16.6,44,29,67,38,98,33,0,41,0,28,33,15,90,25,24
CTD.2538C1.2,71,107,17,59,23,57,26,53,0,33,31,29,38,39,21
RP11.126O1.4,30,23,11,37,18,15,26,57,0,73,32,30,61,27,34
CTC.398G3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.815J4.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
RP11.703I16.1,0,0,0,0,1,0,2,0,0,0,0,0,0,4,9
CTC.559E9.5,16,2,51,31,49,22,34,5,0,32,31,29,76,54,35
RNY4P13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.518P12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLUD1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.640A1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CTC.360P9.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CTD.3116E22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2373H9.5,0,6,0,0,6,8,9,5,0,0,0,0,5,0,0
RP1.37N7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIRBP.AS1,118,32,122,109,67,132,154,300,518,191,173,189,241,270,140
FAM215A,0,11,6,0,3,6,24,20,0,17,19,43,23,19,48
NFE2L3P1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CTB.32O4.2,7,0,1,10,11,13,5,8,0,0,31,8,0,0,3
CTD.2006C1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.108P20.2,0,0,0,0,0,0,0,0,0,0,15,0,0,9,16
RP11.53B2.4,0,1,5,10,0,0,34,38,0,17,5,20,31,0,28
RP11.845C23.2,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0
CTC.296K1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.13K12.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CTD.2587H24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF285,35,14,27,7,0,67,0,0,12,1,0,0,0,0,0
CTD.2043I16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.325H20.4,22,1,10,2,21,15,11,2,34,12,8,21,12,9,13
ADAD1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.250I14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.622J9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.861E21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2231E14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.794C22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.3252C9.4,557,1840,2296,12045,194,1861,135,433,3,1407,1789,768,184,488,141
RP11.373L24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.87G24.6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
CTD.2621I17.6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
CTD.2537I9.12,7,1,6,4,22,9,27,38,0,21,26,8,23,25,6
RPSAP57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RP11.178C3.6,0,0,1,0,0,0,1,0,0,0,8,0,44,0,2
AC011524.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.53B2.1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
AC006273.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
MIR497HG,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0
RP11.815J4.7,7,0,0,0,7,8,2,11,14,2,7,2,9,10,11
S1PR2,105,54,101,198,97,123,184,543,36,339,544,580,136,296,420
LINC00868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC005394.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.380M21.2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
RP11.666A8.7,0,3,0,3,3,0,5,0,0,3,13,8,0,0,6
AC007229.3,4,1,1,3,3,0,4,0,0,2,2,3,3,1,4
AC005779.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
RP11.666A8.8,3,7,6,11,6,5,18,29,8,31,31,15,15,5,6
RP11.686D22.4,3,11,2,6,3,0,1,0,0,11,0,6,0,0,1
AC006116.17,0,7,0,7,13,13,0,9,0,3,3,1,0,0,0
CTC.482H14.5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
AC005264.2,6,20,0,26,0,17,15,16,1,3,23,21,1,12,15
CTD.2528L19.4,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0
RP11.686D22.10,117,34,87,23,63,76,36,29,129,39,61,80,67,35,69
CTD.2085J24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.379B2.4,7,5,5,4,4,20,4,20,0,9,10,2,0,11,0
RP11.618K16.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RP11.383M4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11.173A16.1,0,1,0,0,4,4,0,1,0,9,0,0,2,12,4
RP5.1052I5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.503J8.4,0,0,0,0,3,0,0,0,0,0,0,6,0,2,0
RP11.128P17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.559E9.8,10,0,2,3,4,1,10,26,0,1,0,7,23,12,5
CTD.2538C1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
RP11.87G24.3,0,0,0,3,0,0,1,0,0,9,2,27,0,0,5
STK25P1,0,3,12,28,20,59,6,0,0,3,0,10,0,4,0
AC104532.4,0,2,0,0,2,0,0,0,0,0,0,7,3,0,0
KRT8P5,0,0,0,0,0,1,1,0,14,0,0,0,0,0,0
CTC.525D6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.459F4.3,67,24,39,70,27,43,48,132,0,57,184,161,131,102,67
CTC.510F12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2587H24.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RP11.126O1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2540B15.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.559E9.4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
CTD.3252C9.2,0,0,1,10,0,6,0,11,0,3,1,0,0,23,0
RP11.322E11.5,0,0,0,0,2,0,2,8,0,0,3,0,0,0,0
RP11.115P21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00907,0,6,0,0,3,6,3,0,0,0,1,0,12,0,2
RP11.687F6.4,0,5,0,4,2,0,0,0,0,3,1,1,0,0,0
CTC.232P5.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NDUFA3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.689E3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.507E2.2,6,6,14,7,7,0,3,15,0,8,7,10,26,10,1
RP11.108P20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP4F24P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.242D8.2,0,2,4,11,5,12,0,1,0,0,7,3,6,0,0
RPIAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.250I14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2050I18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.323N12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5.905N1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CTD.3220F14.1,0,0,2,0,4,0,0,0,0,5,0,1,0,0,0
AC006116.21,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
CTD.2369P2.8,2,2,0,6,1,5,3,1,0,0,0,0,0,0,0
SNX33P1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
AC007787.2,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0
CTC.461H2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.3116E22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC138472.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.552F3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007795.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RAD51L3.RFFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.795H16.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC022153.1,0,0,0,1,0,0,0,5,0,0,0,3,1,2,7
RP11.219G17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.1094M14.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AC002115.9,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0
RP11.905K4.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
RP11.1136J12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC138430.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC005758.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.400F19.18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
CTB.5E10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008992.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.619I22.1,4,2,2,2,3,2,9,8,0,0,0,4,12,2,0
RP11.546M21.6,1,0,8,1,2,0,0,2,0,4,0,3,2,5,8
CTD.2554C21.2,0,17,0,11,0,6,0,0,0,7,0,0,22,0,13
BNIP3P16,0,0,0,0,2,0,0,0,0,0,0,3,0,0,10
RP11.258B16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.64C12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD.2008P7.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2J2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.499B15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP1LC3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.686D22.3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CTD.2587H24.10,0,11,0,0,0,8,12,24,1,0,0,0,0,0,6
CTD.2553C6.1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
RP11.95O2.1,0,0,1,2,1,0,0,3,707,1,0,4,1,16,7
RP11.188I24.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP1.193H18.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11.973H7.4,138,17,40,14,26,13,32,14,0,30,0,14,0,0,3
CTD.2286N8.2,17,2,0,18,27,2,15,15,0,28,0,4,26,16,9
RP11.807E13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.358B23.1,2,5,6,5,0,3,0,2,0,2,0,4,5,4,2
LINC01482,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0
RP11.820I16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007796.1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
RP11.64C12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL17P45,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0
RP11.13K12.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC004156.3,0,0,7,1,1,10,11,8,40,9,0,3,34,10,7
RP11.136H19.1,7,4,2,7,13,6,4,24,0,3,2,15,12,12,3
RP11.824M15.3,10,0,3,0,10,0,0,0,0,7,0,30,0,0,9
CTB.55O6.4,0,6,13,12,6,2,8,50,0,41,45,30,14,20,20
CTD.2293H3.1,64,20,52,33,49,26,1,28,0,24,23,23,30,45,13
FDX1L,7,4,4,0,1,1,0,5,0,3,12,0,9,0,1
RP11.813F20.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11.1151B14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THA1P,0,2,0,2,0,9,15,4,3,65,21,21,15,49,24
RP11.27G24.1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
RP11.15E18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5AP2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ZNF224,546,218,284,397,380,338,356,503,1,299,332,443,673,237,336
CTD.3199J23.6,1,0,1,0,2,4,0,3,0,0,0,6,4,0,1
CTD.3220F14.2,9,1,3,0,0,0,0,0,0,0,5,2,1,0,0
AC008991.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC.360P9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTF6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.795H16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.325K19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005262.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010525.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDLRAD4.AS1,0,0,0,0,0,4,1,17,0,12,0,10,122,0,24
SHC1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF9P3,1,0,0,0,1,0,5,11,0,4,8,2,8,0,4
CTC.559E9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11.691H4.4,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0
RP11.1030E3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB.151G24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUZP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002116.7,5,4,3,6,3,15,11,10,0,38,25,22,5,5,17
